order_id,movie_name,director,production_company,importer,distributor,release_date,movie_type,long_short,nationality,nation_screen_count,nation_revenue,num_movie_audience,seoul_revenue,seoul_audience,genre,movie_rating,movie_classification
1,범죄도시2,이상용,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",2022-05-18,개봉영화,장편,한국,"2,498","131,293,353,478","12,692,959","29,072,759,869","2,755,760",범죄,15세이상관람가,일반영화
2,아바타: 물의 길,제임스 카메론,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-12-14,개봉영화,장편,미국,"2,809","137,647,702,899","10,805,065","35,476,705,140","2,623,216",액션,12세이상관람가,일반영화
3,범죄도시3,이상용,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",2023-05-31,개봉영화,장편,한국,"2,582","104,687,825,771","10,682,822","22,152,838,269","2,215,435",범죄,15세이상관람가,일반영화
4,탑건: 매버릭,조셉 코신스키,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2022-06-22,개봉영화,장편,미국,"1,975","87,855,360,975","8,177,446","25,925,045,991","2,309,600",액션,12세이상관람가,일반영화
5,스파이더맨: 노 웨이 홈,존 왓츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-12-15,개봉영화,장편,미국,"2,948","75,193,912,210","7,551,990","21,054,819,760","2,041,418",액션,12세이상관람가,일반영화
6,한산: 용의 출현,김한민,(주)빅스톤픽쳐스,,롯데컬처웍스(주)롯데엔터테인먼트,2022-07-27,개봉영화,장편,한국,"2,223","73,700,628,377","7,264,934","15,974,849,913","1,513,672",액션,12세이상관람가,일반영화
7,엘리멘탈,피터 손,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-06-14,개봉영화,장편,미국,"1,251","71,083,010,340","7,234,343","19,092,877,411","1,882,336",애니메이션,전체관람가,일반영화
8,공조2: 인터내셔날,이석훈,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2022-09-07,개봉영화,장편,한국,"2,389","70,884,583,586","6,979,319","15,028,120,901","1,444,987",액션,15세이상관람가,일반영화
9,닥터 스트레인지: 대혼돈의 멀티버스,샘 레이미,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-05-04,개봉영화,장편,미국,"2,691","62,648,728,870","5,884,587","18,021,250,750","1,610,656",액션,12세이상관람가,일반영화
10,스즈메의 문단속,신카이 마코토,,(주)미디어캐슬,(주)쇼박스,2023-03-08,개봉영화,장편,일본,"1,486","56,611,504,289","5,531,861","14,211,315,703","1,345,812",애니메이션,12세이상관람가,독립/예술영화
11,밀수,류승완,(주)외유내강,,(주)넥스트엔터테인먼트월드(NEW),2023-07-26,개봉영화,장편,한국,"1,932","49,681,527,503","5,142,723","10,714,134,316","1,082,158",액션,15세이상관람가,일반영화
12,더 퍼스트 슬램덩크,이노우에 다케히코,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2023-01-04,개봉영화,장편,일본,"1,023","49,711,337,904","4,758,957","16,759,495,290","1,558,343",애니메이션,12세이상관람가,일반영화
13,헌트,이정재,"(주)아티스트스튜디오,(주)사나이픽처스",,플러스엠 엔터테인먼트,2022-08-10,개봉영화,장편,한국,"1,625","44,573,032,153","4,350,029","10,985,286,495","1,052,205",액션,15세이상관람가,일반영화
14,가디언즈 오브 갤럭시: Volume 3,제임스 건,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-05-03,개봉영화,장편,미국,"1,819","44,355,760,061","4,208,994","13,547,092,538","1,235,431",액션,12세이상관람가,일반영화
15,미션 임파서블: 데드 레코닝 PART ONE,크리스토퍼 맥쿼리,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2023-07-12,개봉영화,장편,미국,"2,437","40,426,406,113","4,021,758","11,155,053,710","1,067,180",액션,15세이상관람가,일반영화
16,콘크리트 유토피아,엄태화,"클라이맥스 스튜디오(주),(주)비에이치 엔터테인먼트",,롯데컬처웍스(주)롯데엔터테인먼트,2023-08-09,개봉영화,장편,한국,"1,731","37,387,850,232","3,847,041","8,918,447,541","894,311",드라마,15세이상관람가,일반영화
17,모가디슈,류승완,"(주)덱스터스튜디오,(주)외유내강,(주)필름케이",,롯데컬처웍스(주)롯데엔터테인먼트,2021-07-28,개봉영화,장편,한국,"1,688","34,558,297,730","3,613,984","8,498,347,010","887,264",액션,15세이상관람가,일반영화
18,올빼미,안태진,"(주)씨제스엔터테인먼트,(주)영화사 담담",,(주)넥스트엔터테인먼트월드(NEW),2022-11-23,개봉영화,장편,한국,"1,541","32,860,420,124","3,329,547","8,943,067,323","885,145",스릴러,15세이상관람가,일반영화
19,영웅,윤제균,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2022-12-21,개봉영화,장편,한국,"1,314","32,293,415,750","3,273,771","7,387,009,217","734,872",드라마,12세이상관람가,일반영화
20,오펜하이머,크리스토퍼 놀란,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2023-08-15,개봉영화,장편,미국,"1,636","34,327,329,921","3,229,457","11,948,453,654","1,069,052",스릴러,15세이상관람가,일반영화
21,이터널스,클로이 자오,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-11-03,개봉영화,장편,미국,"2,648","31,721,584,450","3,049,688","8,398,642,580","770,301",액션,12세이상관람가,일반영화
22,쥬라기 월드: 도미니언,콜린 트레보로우,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-06-01,개봉영화,장편,미국,"2,218","29,226,463,310","2,836,786","6,938,382,730","639,474",액션,12세이상관람가,일반영화
23,마녀(魔女) Part2. The Other One,박훈정,"(주)영화사 금월,(주)스튜디오앤뉴,(주)페퍼민트앤컴퍼니",,(주)넥스트엔터테인먼트월드(NEW),2022-06-15,개봉영화,장편,한국,"1,796","28,920,265,670","2,806,254","6,020,427,150","570,910",액션,15세이상관람가,일반영화
24,토르: 러브 앤 썬더,타이카 와이티티,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-07-06,개봉영화,장편,미국,"2,143","29,494,473,721","2,715,682","8,443,171,772","729,804",액션,12세이상관람가,일반영화
25,슈퍼 마리오 브라더스,,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2023-04-26,개봉영화,장편,미국,"1,526","23,548,165,482","2,394,074","5,765,317,428","556,377",애니메이션,전체관람가,일반영화
26,미니언즈2,카일 발다,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-07-20,개봉영화,장편,미국,"1,394","21,999,556,172","2,269,024","4,467,034,398","436,111",애니메이션,전체관람가,일반영화
27,싱크홀,김지훈,(주)더타워픽쳐스,,(주)쇼박스,2021-08-11,개봉영화,장편,한국,"1,603","21,395,652,690","2,195,683","3,909,551,320","395,724",코미디,12세이상관람가,일반영화
28,베놈 2: 렛 데어 비 카니지,앤디 서키스,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-10-13,개봉영화,장편,미국,"1,998","21,116,442,890","2,123,652","5,215,485,700","507,629",액션,15세이상관람가,일반영화
29,블랙 팬서: 와칸다 포에버,라이언 쿠글러,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-11-09,개봉영화,장편,미국,"2,571","22,204,965,504","2,105,831","6,358,559,927","567,795",액션,12세이상관람가,일반영화
30,비상선언,한재림,"(주)매그넘나인,(주)씨제스엔터테인먼트,씨네주 유한회사",,(주)쇼박스,2022-08-03,개봉영화,장편,한국,"1,734","20,778,871,412","2,042,999","4,560,827,837","432,547",드라마,12세이상관람가,일반영화
31,육사오(6/45),박규태,"(주)티피에스컴퍼니,(주)싸이더스",,"(주)홈초이스,(주)싸이더스",2022-08-24,개봉영화,장편,한국,"1,159","19,791,166,880","1,980,769","3,932,407,651","385,835",코미디,12세이상관람가,일반영화
32,존 윅 4,채드 스타헬스키,,"(주)제이앤씨미디어그룹,(유)조이앤시네마",(주)레드아이스 엔터테인먼트,2023-04-12,개봉영화,장편,미국,"1,532","19,935,436,129","1,923,520","6,084,990,966","572,209",액션,청소년관람불가,일반영화
33,천박사 퇴마 연구소: 설경의 비밀,김성식,"(주)외유내강,주식회사 세미콜론스튜디오,씨제이이엔엠 스튜디오스 주식회사",,(주)씨제이이엔엠,2023-09-27,개봉영화,장편,한국,"1,511","18,616,365,692","1,914,027","4,200,642,786","425,790",판타지,12세이상관람가,일반영화
34,헤어질 결심,박찬욱,모호필름,,(주)씨제이이엔엠,2022-06-29,개봉영화,장편,한국,"1,374","19,678,744,478","1,897,784","8,025,321,064","763,206",미스터리,15세이상관람가,일반영화
35,30일,남대중,(주)영화사울림,,(주)마인드마크,2023-10-03,개봉영화,장편,한국,"1,226","18,306,961,355","1,861,659","4,272,298,671","426,279",코미디,12세이상관람가,일반영화
36,분노의 질주: 라이드 오어 다이,루이스 리테리어,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2023-05-17,개봉영화,장편,미국,"1,731","18,474,224,210","1,773,426","4,487,591,876","408,482",액션,15세이상관람가,일반영화
37,샹치와 텐 링즈의 전설,데스틴 다니엘 크리튼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-09-01,개봉영화,장편,미국,"1,784","17,691,789,720","1,739,052","5,222,818,950","496,069",액션,12세이상관람가,일반영화
38,교섭,임순례,"(주)영화사수박,원테이크필름",,플러스엠 엔터테인먼트,2023-01-18,개봉영화,장편,한국,"1,289","17,461,011,740","1,721,111","3,694,134,663","355,275",드라마,12세이상관람가,일반영화
39,인질,필감성,"(주)외유내강,(주)샘컴퍼니",,(주)넥스트엔터테인먼트월드(NEW),2021-08-18,개봉영화,장편,한국,"1,288","15,585,244,870","1,638,439","3,252,498,560","373,813",액션,15세이상관람가,일반영화
40,앤트맨과 와스프: 퀀텀매니아,페이튼 리드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-02-15,개봉영화,장편,미국,"2,090","16,346,738,806","1,551,129","4,870,924,016","434,458",액션,12세이상관람가,일반영화
41,듄,드니 빌뇌브,,워너브러더스 코리아(주),워너브러더스 코리아(주),2021-10-20,개봉영화,장편,미국,"1,576","16,903,293,110","1,549,346","6,583,109,040","576,084",SF,12세이상관람가,일반영화
42,외계+인 1부,최동훈,(주)케이퍼필름,,(주)씨제이이엔엠,2022-07-20,개봉영화,장편,한국,"1,959","15,987,826,548","1,538,504","3,879,858,553","355,262",액션,12세이상관람가,일반영화
43,잠,유재선,(주)루이스 픽쳐스,,롯데컬처웍스(주)롯데엔터테인먼트,2023-09-06,개봉영화,장편,한국,"1,231","13,816,661,288","1,462,467","3,708,752,182","385,832",미스터리,15세이상관람가,일반영화
44,보이스,"김선,김곡",(주)수필름,,(주)씨제이이엔엠,2021-09-15,개봉영화,장편,한국,"1,296","14,025,546,720","1,426,357","2,973,358,110","303,001",범죄,15세이상관람가,일반영화
45,달짝지근해: 7510,이한,(주)무비락,,(주)마인드마크,2023-08-15,개봉영화,장편,한국,884,"13,432,919,901","1,386,466","2,731,175,483","276,753",코미디,12세이상관람가,일반영화
46,해적: 도깨비 깃발,김정훈,"(주)어뉴,오스카10스튜디오",,롯데컬처웍스(주)롯데엔터테인먼트,2022-01-26,개봉영화,장편,한국,"1,708","12,523,963,990","1,339,242","2,843,506,630","319,433",어드벤처,12세이상관람가,일반영화
47,브로커,고레에다 히로카즈,영화사 집,,(주)씨제이이엔엠,2022-06-08,개봉영화,장편,한국,"1,594","12,566,618,030","1,258,891","3,813,389,090","374,115",드라마,12세이상관람가,일반영화
48,007 노 타임 투 다이,캐리 후쿠나가,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-09-29,개봉영화,장편,미국,"2,201","12,009,884,680","1,229,971","3,532,474,380","350,534",액션,12세이상관람가,일반영화
49,신비한 동물들과 덤블도어의 비밀,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2022-04-13,개봉영화,장편,미국,"2,207","12,305,198,580","1,195,441","4,102,779,180","381,672",어드벤처,12세이상관람가,일반영화
50,인생은 아름다워,최국희,더램프(주),,롯데컬처웍스(주)롯데엔터테인먼트,2022-09-28,개봉영화,장편,한국,"1,285","10,898,590,019","1,171,648","2,831,607,046","298,657",뮤지컬,12세이상관람가,일반영화
51,드림,이병헌,"(주)옥토버시네마,(주)노브레이크필름",,플러스엠 엔터테인먼트,2023-04-26,개봉영화,장편,한국,"1,285","10,818,979,597","1,128,080","2,625,066,919","262,784",코미디,12세이상관람가,일반영화
52,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",미키 타카히로,,(주)미디어캐슬,"(주)바이포엠스튜디오,홀리가든",2022-11-30,개봉영화,장편,일본,258,"11,373,357,307","1,100,554","2,781,905,878","262,389",멜로/로맨스,12세이상관람가,독립/예술영화
53,그대들은 어떻게 살 것인가,미야자키 하야오,,대원미디어(주),메가박스중앙(주),2023-10-25,개봉영화,장편,일본,"1,733","10,325,081,680","1,063,666","3,118,041,582","304,603",애니메이션,전체관람가,일반영화
54,킹스맨: 퍼스트 에이전트,매튜 본,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-12-22,개봉영화,장편,미국,"1,061","10,313,351,770","1,029,365","3,109,560,890","306,511",액션,청소년관람불가,일반영화
55,비공식작전,김성훈,"(주)와인드업필름,와이낫필름",,(주)쇼박스,2023-08-02,개봉영화,장편,한국,"1,151","9,781,885,404","1,015,453","2,104,228,583","211,335",드라마,12세이상관람가,일반영화
56,1947 보스톤,강제규,"(주)비에이엔터테인먼트,(주)빅픽쳐",,"롯데컬처웍스(주)롯데엔터테인먼트,(주)콘텐츠지오,주식회사 에이투지엔터테인먼트",2023-09-27,개봉영화,장편,한국,"1,282","9,207,259,580","991,281","2,304,307,955","240,867",드라마,12세이상관람가,일반영화
57,보스 베이비 2,톰 맥그라스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-07-21,개봉영화,장편,미국,"1,343","8,292,685,050","925,238","1,552,488,780","167,011",애니메이션,전체관람가,일반영화
58,스파이더맨: 어크로스 더 유니버스,호아킴 도스 산토스,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-06-21,개봉영화,장편,미국,"1,103","9,492,413,667","920,169","3,676,606,424","343,627",애니메이션,전체관람가,일반영화
59,데시벨,황인호,"이스트드림시노펙스(주),(주)기억속의매미",,(주)마인드마크,2022-11-16,개봉영화,장편,한국,"1,152","8,852,632,146","901,426","1,865,256,490","183,954",액션,12세이상관람가,일반영화
60,정직한 후보2,장유정,"(주)수필름,(주)홍필름",,(주)넥스트엔터테인먼트월드(NEW),2022-09-28,개봉영화,장편,한국,"1,318","8,446,139,162","899,684","1,874,805,158","196,659",코미디,12세이상관람가,일반영화
61,더 배트맨,맷 리브스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2022-03-01,개봉영화,장편,미국,"2,370","9,252,877,980","897,836","3,468,610,850","321,562",액션,15세이상관람가,일반영화
62,씽2게더,가스 제닝스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-01-05,개봉영화,장편,미국,"1,251","8,186,997,050","883,973","2,125,890,820","221,209",애니메이션,전체관람가,일반영화
63,인디아나 존스: 운명의 다이얼,제임스 맨골드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-06-28,개봉영화,장편,미국,"1,268","8,503,677,466","860,426","2,210,532,345","211,617",어드벤처,12세이상관람가,일반영화
64,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,타카하시 와타루,,(주)씨제이이엔엠,(주)씨제이이엔엠,2022-09-28,개봉영화,장편,일본,873,"8,370,741,924","837,647","1,475,548,813","140,884",애니메이션,전체관람가,일반영화
65,장화신은 고양이: 끝내주는 모험,조엘 크로포드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2023-01-04,개봉영화,장편,미국,924,"7,872,245,363","831,209","1,765,136,461","178,819",애니메이션,전체관람가,일반영화
66,유체이탈자,윤재근,"(주)비에이엔터테인먼트,(주)사람엔터테인먼트",,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",2021-11-24,개봉영화,장편,한국,"1,216","7,941,270,790","818,880","1,890,160,630","195,864",판타지,15세이상관람가,일반영화
67,명탐정코난: 흑철의 어영,타치카와 유즈루,,(주)씨제이이엔엠,(주)씨제이이엔엠,2023-07-20,개봉영화,장편,일본,"1,030","7,490,510,021","781,543","1,777,906,212","181,208",애니메이션,12세이상관람가,일반영화
68,블랙 아담,자움 콜렛 세라,,워너브러더스 코리아(주),워너브러더스 코리아(주),2022-10-19,개봉영화,장편,미국,"1,524","8,040,723,608","779,485","2,247,619,017","205,681",액션,12세이상관람가,일반영화
69,킹메이커,변성현,(주)씨앗필름,,플러스엠 엔터테인먼트,2022-01-26,개봉영화,장편,한국,"1,185","7,313,720,610","775,583","2,017,189,830","213,017",드라마,15세이상관람가,일반영화
70,트랜스포머: 비스트의 서막,스티븐 카플 주니어,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2023-06-06,개봉영화,장편,미국,"1,123","7,786,907,316","769,993","1,752,328,778","164,057",액션,12세이상관람가,일반영화
71,대외비,이원태,"(주)트윈필름,(주)비에이엔터테인먼트",,플러스엠 엔터테인먼트,2023-03-01,개봉영화,장편,한국,"1,157","7,433,009,721","752,560","1,608,997,022","160,400",범죄,15세이상관람가,일반영화
72,자백,윤종석,리얼라이즈픽쳐스(주),,롯데컬처웍스(주)롯데엔터테인먼트,2022-10-26,개봉영화,장편,한국,"1,115","7,352,559,230","738,120","1,851,324,308","181,290",범죄,15세이상관람가,일반영화
73,언차티드,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-02-16,개봉영화,장편,미국,"1,536","7,116,304,100","730,924","2,044,063,780","203,638",액션,12세이상관람가,일반영화
74,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,하시모토 마사카즈,,(주)씨제이이엔엠,(주)씨제이이엔엠,2023-05-04,개봉영화,장편,일본,844,"7,223,190,733","728,887","1,077,099,251","104,117",애니메이션,전체관람가,일반영화
75,기적,이장훈,(주)블러썸픽쳐스,,롯데컬처웍스(주)롯데엔터테인먼트,2021-09-15,개봉영화,장편,한국,"1,198","6,630,962,710","715,434","1,524,679,140","173,897",드라마,12세이상관람가,일반영화
76,리바운드,장항준,"(주)비에이엔터테인먼트,워크하우스컴퍼니(주)",,(주)바른손이앤에이,2023-04-05,개봉영화,장편,한국,"1,154","6,585,399,348","686,293","1,788,626,037","182,084",드라마,12세이상관람가,일반영화
77,귀공자,박훈정,"(주)영화사 금월,(주)스튜디오앤뉴",,(주)넥스트엔터테인먼트월드(NEW),2023-06-21,개봉영화,장편,한국,966,"6,703,115,465","682,746","1,626,485,729","162,941",액션,청소년관람불가,일반영화
78,경관의 피,이규만,리양필름(주),,(주)에이스메이커무비웍스,2022-01-05,개봉영화,장편,한국,"1,187","6,687,389,520","679,503","1,585,404,290","158,145",범죄,15세이상관람가,일반영화
79,극장판 주술회전 0,박성후,,대원미디어(주),(주)대교 미디어콘텐츠사업본부,2022-02-17,개봉영화,장편,일본,836,"6,628,272,858","664,565","2,029,428,866","192,370",애니메이션,15세이상관람가,일반영화
80,유령,이해영,더램프(주),,(주)씨제이이엔엠,2023-01-18,개봉영화,장편,한국,"1,099","6,760,765,879","664,146","1,745,733,606","168,158",드라마,15세이상관람가,일반영화
81,인어공주,롭 마샬,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-05-24,개봉영화,장편,미국,"1,364","6,668,613,190","647,706","1,961,448,868","178,418",뮤지컬,전체관람가,일반영화
82,플래시,안드레스 무시에티,,워너브러더스 코리아(주),워너브러더스 코리아(주),2023-06-14,개봉영화,장편,미국,"1,258","6,735,756,989","635,269","2,222,809,918","197,629",액션,12세이상관람가,일반영화
83,엔칸토: 마법의 세계,"바이론 하워드,자레드 부시,채리스 카스트로 스미스",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-11-24,개봉영화,장편,미국,"1,102","5,979,022,100","630,762","1,545,212,270","155,017",애니메이션,전체관람가,일반영화
84,압꾸정,임진순,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",,(주)쇼박스,2022-11-30,개봉영화,장편,한국,"1,229","5,727,172,661","608,639","1,223,429,718","127,818",코미디,12세이상관람가,일반영화
85,연애 빠진 로맨스,정가영,"(주)씨제이이엔엠,트웰브져니(주)",,(주)씨제이이엔엠,2021-11-24,개봉영화,장편,한국,967,"6,148,017,790","606,273","1,845,712,890","181,524",멜로/로맨스,15세이상관람가,일반영화
86,바비,그레타 거윅,,워너브러더스 코리아(주),워너브러더스 코리아(주),2023-07-19,개봉영화,장편,미국,780,"5,743,256,126","584,451","2,776,550,021","274,436",기타,12세이상관람가,일반영화
87,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,유야마 쿠니히코,,(주)포켓몬코리아,(주)넥스트엔터테인먼트월드(NEW),2022-06-01,개봉영화,장편,일본,809,"5,477,045,710","581,216","815,001,560","83,282",애니메이션,전체관람가,일반영화
88,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",소토자키 하루오,,애니맥스 브로드캐스팅 코리아 유한회사,(주)디스테이션,2023-03-02,개봉영화,장편,일본,410,"6,586,552,900","535,969","1,625,475,500","122,782",애니메이션,15세이상관람가,일반영화
89,이상한 나라의 수학자,박동훈,(주)조이래빗,,(주)쇼박스,2022-03-09,개봉영화,장편,한국,"1,357","4,996,234,520","528,900","1,352,417,450","142,199",드라마,12세이상관람가,일반영화
90,장르만 로맨스,조은지,(주)비리프,,(주)넥스트엔터테인먼트월드(NEW),2021-11-17,개봉영화,장편,한국,"1,194","5,191,579,940","518,269","1,312,337,430","130,682",드라마,15세이상관람가,일반영화
91,명탐정 코난: 할로윈의 신부,미츠나카 스스무,,(주)씨제이이엔엠,(주)씨제이이엔엠,2022-07-13,개봉영화,장편,일본,758,"5,119,750,724","490,868","1,292,448,496","117,702",애니메이션,12세이상관람가,일반영화
92,동감,서은영,(주)고고스튜디오,,씨제이 씨지브이(CJ CGV)(주),2022-11-16,개봉영화,장편,한국,"1,013","4,753,528,700","489,898","1,220,704,123","123,537",멜로/로맨스,12세이상관람가,일반영화
93,더 문,김용화,"씨제이이엔엠 스튜디오스 주식회사,(주)블라드스튜디오",,(주)씨제이이엔엠,2023-08-02,개봉영화,장편,한국,"1,187","4,893,985,038","486,060","1,447,945,116","132,243",SF,12세이상관람가,일반영화
94,모비우스,다니엘 에스피노사,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-03-30,개봉영화,장편,미국,"1,696","4,662,620,390","474,560","1,401,807,670","137,560",액션,15세이상관람가,일반영화
95,늑대사냥,김홍선,"(주)콘텐츠지,(주)영화사채움",,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",2022-09-21,개봉영화,장편,한국,"1,226","4,769,650,393","458,720","1,122,268,787","108,341",액션,청소년관람불가,일반영화
96,뽀로로 극장판 드래곤캐슬 대모험,"강승훈,윤제완",(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),2022-07-28,개봉영화,장편,한국,748,"4,189,380,075","447,357","616,513,176","62,640",애니메이션,전체관람가,일반영화
97,특송,박대민,(주)엠픽처스,,(주)넥스트엔터테인먼트월드(NEW),2022-01-12,개봉영화,장편,한국,996,"4,172,193,200","443,177","941,899,070","104,032",범죄,15세이상관람가,일반영화
98,신비아파트 극장판 차원도깨비와 7개의 세계,변영규,(주)씨제이이엔엠,,(주)씨제이이엔엠,2022-12-14,개봉영화,장편,한국,665,"4,126,165,171","431,892","577,146,904","58,410",애니메이션,전체관람가,일반영화
99,타겟,박희곤,(주)영화사피어나,,플러스엠 엔터테인먼트,2023-08-30,개봉영화,장편,한국,986,"4,002,552,694","424,808","886,165,277","91,907",스릴러,15세이상관람가,일반영화
100,더 수어사이드 스쿼드,제임스 건,,워너브러더스 코리아(주),워너브러더스 코리아(주),2021-08-04,개봉영화,장편,미국,"1,066","4,382,670,930","418,281","1,356,592,110","126,091",액션,청소년관람불가,일반영화
101,니 부모 얼굴이 보고 싶다,김지훈,"(주)더타워픽쳐스,이십세기폭스 인터내셔널 프로덕션,(주)리버픽쳐스",,(주)마인드마크,2022-04-27,개봉영화,장편,한국,"1,008","3,948,625,280","416,374","913,708,940","98,153",드라마,15세이상관람가,일반영화
102,놉,조던 필,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-08-17,개봉영화,장편,미국,"1,031","4,709,541,135","415,969","1,994,749,630","168,031",미스터리,12세이상관람가,일반영화
103,서치 2,"니콜라스 D 존슨,윌 메릭",,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-02-22,개봉영화,장편,미국,868,"4,084,323,024","414,598","1,477,904,423","148,045",미스터리,12세이상관람가,일반영화
104,리멤버,이일형,(주)영화사 월광,,(주)에이스메이커무비웍스,2022-10-26,개봉영화,장편,한국,"1,189","3,970,165,717","412,836","1,037,751,573","104,904",드라마,15세이상관람가,일반영화
105,인시디어스: 빨간 문,패트릭 윌슨,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-07-19,개봉영화,장편,미국,758,"4,096,944,506","401,656","935,224,355","89,193",공포(호러),15세이상관람가,일반영화
106,스위치,마대윤,(주)하이브미디어코프,,롯데컬처웍스(주)롯데엔터테인먼트,2023-01-04,개봉영화,장편,한국,912,"3,793,820,810","399,162","977,792,939","103,811",기타,12세이상관람가,일반영화
107,뜨거운 피,천명관,주식회사 고래픽처스,,"(주)스튜디오디에이치엘,(주)키다리스튜디오",2022-03-23,개봉영화,장편,한국,"1,279","3,782,750,970","398,090","882,288,910","95,533",범죄,15세이상관람가,일반영화
108,카운트,권혁재,"(주)필름케이,(주)26컴퍼니",,(주)씨제이이엔엠,2023-02-22,개봉영화,장편,한국,946,"3,772,840,091","397,305","821,482,315","86,921",드라마,12세이상관람가,일반영화
109,배드 가이즈,피에르 페리펠,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-05-04,개봉영화,장편,미국,844,"3,680,403,970","390,455","788,761,100","81,590",애니메이션,전체관람가,일반영화
110,에브리씽 에브리웨어 올 앳 원스,"다니엘 콴,다니엘 쉐이너트",,(주)더쿱디스트리뷰션,워터홀컴퍼니(주),2022-10-12,개봉영화,장편,미국,620,"4,053,118,829","382,840","2,403,943,860","222,897",액션,15세이상관람가,독립/예술영화
