order_id,movie_name,director,production_company,importer,distributor,release_date,movie_type,long_short,nationality,nation_screen_count,nation_revenue,num_movie_audience,seoul_revenue,seoul_audience,genre,movie_rating,movie_classification
3209,요가녀의 매끈한 몸,호소카와 켄,,,(주)영진크리에이티브,2022-01-15,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3210,요로나: 끝나지 않은 저주,,,(주)누리픽쳐스,(주)누리픽쳐스,2022-12-28,개봉영화,장편,캐나다,1,"6,000",1,0,0,공포(호러),15세이상관람가,일반영화
3211,요분질 여사원:오늘 잠 다 잤네,토도,,,(주)영진크리에이티브,2023-08-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3212,요분질하다 들켜버린 아내친구,한동연,주식회사 플릭스코,,주식회사 플릭스코,2022-10-27,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3213,요정신부,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2021-08-09,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3214,욕구 터진 며느리:그동안 많이 쌓였죠?,디렉터 O,,,(주)영진크리에이티브,2022-08-19,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3215,욕구 터진 며느리:한번 더 해줘요,빈센트 갸루,,,(주)영진크리에이티브,2022-04-29,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3216,욕구불만 며느리:당장 하고싶어요,사쿠라비토,,,(주)영진크리에이티브,2021-08-27,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3217,욕구불만 사모님:정기 다 털린 날,사쿠라비토,,,(주)영진크리에이티브,2023-10-18,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3218,욕망의 스토킹 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2022-01-17,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3219,욕보여진 제수씨,조은우,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-20,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3220,욕정 끝 쾌락시작,,,,(주)라온컴퍼니플러스,2022-02-14,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3221,욕정 끝 쾌락시작 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3222,욕정 다이어리 : 에로부부 무삭제판,,,,(주)라온컴퍼니플러스,2021-10-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3223,욕정 섹파 소굴,,,,(주)픽쳐레스크,2022-01-21,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3224,욕정 채운 수업,,,,(주)픽쳐레스크,2022-03-01,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3225,욕정 채운 유부녀,오오사키히로하루,,,(주)가온콘텐츠,2023-08-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3226,욕정 취중 섹녀 무삭제판,사쿠라비토,,,(주)가온콘텐츠,2022-12-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3227,욕정에 더럽혀진 유부녀,,,,(주)코빈커뮤니케이션즈,2022-05-23,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3228,욕정의 고향,정지승,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,2021-10-15,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3229,욕정의 목격자 무삭제판,,,,(주)라온컴퍼니플러스,2021-11-29,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3230,욕정의 신혼생활:아침부터 밤까지,버드맨 텟페이,,,(주)영진크리에이티브,2023-05-15,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3231,욕정의 재택근무,나기라 겐조,,,에스팀,2023-01-11,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3232,욕정채운 쇼핑,잠파,,,(주)가온콘텐츠,2023-08-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3233,욕정터진 새엄마 뒷문 개방,츠지 코지,,,(주)영진크리에이티브,2022-10-09,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3234,욕정터진 새엄마:마지막 한 방울까지,츠지 코지,,,(주)영진크리에이티브,2023-02-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3235,우리 바꿔서 할래요?(감독판),김감독,(주)더레드엔터테인먼트,,(주)더레드엔터테인먼트,2022-01-03,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3236,우리동네 미용실 ： 2대1서비스,한마음,주식회사 루믹스미디어,,주식회사 루믹스미디어,2023-08-16,개봉영화,장편,한국,1,"1,000",1,0,0,,청소년관람불가,일반영화
3237,우연히 본 친구 여친의 섹스,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-28,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3238,울면서 신음하는 제수씨,,,,(주)영화사 사계절,2023-04-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3239,움켜진 형수의 가랑이,버드맨 텟페이,,,(주)라온컴퍼니플러스,2022-06-20,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3240,움켜진 형수의 가랑이 무삭제판,버드맨 텟페이,,,(주)가온콘텐츠,2022-12-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3241,원 모어 나이트,,,,(주)씨맥스커뮤니케이션즈,2022-12-29,개봉영화,장편,아일랜드,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3242,원나잇 새엄마:여관에서 섹스어필,키무라 히로유키,,,(주)영진크리에이티브,2023-09-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3243,원나잇 유부녀,디렉터 O,,,(주)영진크리에이티브,2021-12-10,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3244,월세는 몸으로 낼게요 무삭제,김환,(주)영화사가을,,(주)영화사가을,2021-08-14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3245,월세대신 몸세,,,,(주)라온컴퍼니플러스,2021-10-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3246,월세대신 몸세 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-10,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3247,웨이크 업,,,,(주)라온컴퍼니플러스,2022-03-03,개봉영화,장편,미국,1,"6,000",1,0,0,스릴러,15세이상관람가,일반영화
3248,위아래 즐겨주는 육덕 꿀덩이,히무 롯쿠,,,(주)영진크리에이티브,2023-03-11,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3249,위아래 출렁대는 착한 며느리,코고로 킨다이치,,,(주)영진크리에이티브,2022-02-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3250,위아래 흔들리는 새엄마,히로아키,,,(주)영진크리에이티브,2022-01-25,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3251,위험한 사촌동생,김태훈,(주)픽쳐레스크,,(주)픽쳐레스크,2021-12-10,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3252,위험한 산장 : 거유전쟁,김태훈,(주)픽쳐레스크,,(주)픽쳐레스크,2022-10-21,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3253,위험한 파트너- 가정부,이가온,(주)케이알씨지,,(주)케이알씨지,2022-12-30,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3254,유부남 VS 유부녀,한지연,영화사 레드카펫,,주식회사 루믹스미디어,2023-03-01,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3255,유부녀 전용 클럽,카와노 고우시,,,(주)박수엔터테인먼트,2021-07-22,개봉영화,장편,일본,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
3256,유부녀 협박 : 남편에게 말할거야,,,,(주)영화사 사계절,2023-03-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3257,유부녀:한번으론 부족해,아카바네 키쿠지로,,,(주)영진크리에이티브,2021-08-31,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3258,유부녀들 : 스와핑의 맛,김환,(주)영화사가을,,(주)영화사가을,2021-09-30,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
3259,유부녀들 : 스와핑의 맛 무삭제,김환,(주)영화사가을,,(주)영화사가을,2022-01-19,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3260,유부녀들:섹파 만들기,나베,,,(주)영진크리에이티브,2021-12-22,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3261,유부녀의 비밀스런 사정,오오사키히로하루,,,(주)가온콘텐츠,2023-08-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3262,유부녀의 사육 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2021-11-29,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3263,유부녀의 사정일지,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-06-03,개봉영화,장편,한국,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3264,유부녀의 욕망 속살,오오사키히로하루,,,(주)가온콘텐츠,2023-08-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3265,유부녀의 욕정에 발정난 동정남,,,,(주)코빈커뮤니케이션즈,2022-12-28,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3266,유부녀의 필살 유혹기,사노 B사쿠,,,(주)영진크리에이티브,2021-11-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3267,유혹의 한계,데미언 로메이,,,(주)티앤엘엔터테인먼트,2022-01-25,개봉영화,장편,미국,1,"1,000",1,0,0,스릴러,15세이상관람가,일반영화
3268,유혹하는 형수들:괜찮아 안전한 날이야,비바 곤조,,,(주)영진크리에이티브,2023-10-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3269,육감바디 며느리 미야비,사쿠라비토,,,(주)영진크리에이티브,2023-01-13,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3270,육덕 가정부 찰진 서비스,타나카 스나오,,,(주)영진크리에이티브,2022-04-28,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3271,육덕가정부의 색다른 봉사,호소카와 켄,,,(주)영진크리에이티브,2022-09-21,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3272,육덕녀의 영업일기,나기라 겐조,,,(주)라온컴퍼니플러스,2022-06-20,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3273,육덕녀의 영업일기 무삭제판,나기라 겐조,,,(주)가온콘텐츠,2022-09-30,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3274,육덕장모 불끈한 사위,에도마사,,,(주)영진크리에이티브,2021-07-21,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3275,"육덕장모:딸,미안해",츠지 코지,,,(주)영진크리에이티브,2023-03-17,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3276,육덕장모:참을 수 없는 날,나카노 야요이,,,(주)영진크리에이티브,2022-03-17,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3277,육덕져서 더 좋아,김오월,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-10,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3278,육덕진 새엄마 하루나 하나,지조우 코우지,,,(주)영진크리에이티브,2022-05-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3279,육욕 가정부:육체로 봉사하는 유부녀,우치야마 카즈오,,,(주)영진크리에이티브,2023-09-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3280,육욕 음부 들이미는 직장 여상사,,,,(주)씨맥스커뮤니케이션즈,2022-11-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3281,육질 좋은 며느리,,,,(주)픽쳐레스크,2022-07-21,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3282,육체도우미:깨끗이 닦아드릴게요,나베,,,(주)영진크리에이티브,2021-12-11,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3283,육체영업:섹스본능,코엔지 고로,,,(주)영진크리에이티브,2023-04-24,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3284,육체점술:이 집 참 잘하네,사쿠라비토,,,(주)영진크리에이티브,2023-01-20,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3285,윤율과 러시아 색녀,김덕규,(주)메이크아트,,(주)메이크아트,2022-06-24,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3286,윤율아씨의 쓰리쿠션,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2021-10-19,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
3287,윤율의 사내불륜,Mr.나,(주)픽쳐레스크,,(주)픽쳐레스크,2021-09-23,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3288,윤율의 VIP 미용실,남욱재,(주)픽쳐레스크,,(주)픽쳐레스크,2021-11-16,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3289,은꼴한 야근:한 번 합시다,빈센트 갸루,,,(주)영진크리에이티브,2022-08-20,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3290,은밀한 꽃꽂이,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-07-15,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3291,은밀한 마사지샵 부부 교환,문정동 쪼형,(주)두리컴미디어,,(주)두리컴미디어,2023-07-25,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3292,은밀한 마사지샵 부부 교환 무삭제,,(주)두리컴미디어,,(주)두리컴미디어,2023-10-25,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3293,은밀한 무릎과 무릎사이,정지승,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,2021-08-10,개봉영화,장편,한국,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3294,은밀한 미용실,한마음,영화사 레드카펫,,주식회사 루믹스미디어,2023-07-05,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3295,은밀한 욕정치료사,,,,(주)라온컴퍼니플러스,2022-04-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3296,은밀한 욕정치료사 무삭제판,,,,(주)라온컴퍼니플러스,2022-06-20,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3297,은밀한 이웃사촌,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-06-03,개봉영화,장편,한국,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3298,은밀한 하숙집,리차드 킴,영화사 산들바람,,영화사 산들바람,2023-04-13,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3299,은밀한곳 젖은 친구엄마,아사기리 키요시,,,에스팀,2023-05-24,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3300,은밀한곳 젖은 친구엄마 무삭제판,아사기리 키요시,,,에스팀,2023-09-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3301,음란 간병인,나베,,,(주)영진크리에이티브,2022-01-15,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3302,음란 새엄마:많이 쌓였죠,나카노 야요이,,,(주)영진크리에이티브,2022-04-29,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3303,음란 치료사,나기라 겐조,,,(주)라온컴퍼니플러스,2022-03-15,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3304,음란 치료사 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2022-06-15,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3305,음란간호:끈적이는 손장난,타나카 스나오,,,(주)영진크리에이티브,2022-02-05,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3306,음란본성 친구여친,아사기리 키요시,,,(주)픽쳐레스크,2022-11-10,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3307,음란산장 : 수상한 약장수,한길수,주식회사 플릭스코,,주식회사 플릭스코,2022-12-15,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3308,음란새댁:하루에 여러번,버드맨 텟페이,,,(주)영진크리에이티브,2023-04-24,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3309,음란자매 애인공유,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-07-10,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3310,음란치료사의 참교육,키토루네 가와구치,,,에스팀,2023-08-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3311,음란캠핑장 장박녀들,한길수,주식회사 플릭스코,,주식회사 플릭스코,2022-06-23,개봉영화,장편,한국,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3312,음란한 며느리:발정나는 날,사쿠라비토,,,(주)영진크리에이티브,2021-08-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3313,음란한 사과,버드맨 텟페이,,,(주)가온콘텐츠,2023-01-31,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3314,음란한 사과 무삭제판,버드맨 텟페이,,,(주)가온콘텐츠,2023-05-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3315,음란한 장모의 사위사랑,,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-10-20,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3316,음란한 큰가슴,,,,(주)픽쳐레스크,2021-10-18,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3317,음란한 큰가슴 무삭제판,,,,(주)픽쳐레스크,2022-08-19,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3318,음부 마찰 미치는 유부녀들,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-07-28,개봉영화,장편,한국,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3319,음욕 사촌동생 무삭제판,테이 쟈가,,,(주)라온컴퍼니플러스,2021-11-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3320,음욕의 교육,사쿠라비토,,,(주)가온콘텐츠,2023-06-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3321,음욕의 교육 무삭제판,사쿠라비토,,,(주)가온콘텐츠,2023-07-26,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3322,음욕의 신혼생활 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2022-01-17,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3323,음욕의 탕감,버드맨 텟페이,,,(주)가온콘텐츠,2023-06-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3324,음탕한 새엄마의 비밀섹스,사쿠라비토,,,(주)영진크리에이티브,2022-08-17,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3325,음탕한 성감생활,테이 쟈가,,,(주)라온컴퍼니플러스,2022-03-15,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3326,음탕한 성감생활 무삭제판,테이 쟈가,,,(주)라온컴퍼니플러스,2022-06-15,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3327,음탕한 야간병동 간호사1,카리노나 마이,,,주식회사 미콘,2022-06-22,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3328,음탕한 야간병동 간호사2,카리노나 마이,,,주식회사 미콘,2022-11-03,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3329,음탕한 처형의 젖은 속살,,,,(주)코빈커뮤니케이션즈,2023-02-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3330,의붓남매:한지붕 한침대,코엔지 고로,,,(주)영진크리에이티브,2023-08-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3331,의붓딸 나오의 끈적한 유혹,버드맨 텟페이,,,(주)영진크리에이티브,2022-03-23,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3332,의붓딸의 끈질긴 유혹,디렉터 O,,,(주)영진크리에이티브,2022-01-25,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3333,의붓아들 방문 여는 헤픈엄마,사쿠라비토,,,(주)영진크리에이티브,2023-04-17,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3334,의붓아들이 채운 목걸이,사쿠라비토,,,(주)영진크리에이티브,2023-07-10,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3335,의상실 미스김,선우용,영화사 산들바람,,영화사 산들바람,2023-02-17,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3336,의자매 섹스 스캔들,김덕규,(주)메이크아트,,(주)메이크아트,2022-07-22,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3337,이 구역 섹스에 미친X,이타치,(주)영진크리에이티브,,(주)영진크리에이티브,2023-05-19,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3338,이대일 : 그녀들의 희망사항,김혜성,(주)영화사가을,,(주)영화사가을,2022-12-12,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3339,이대일 : 그녀들의 희망사항 무삭제,김혜성,(주)영화사가을,,(주)영화사가을,2023-06-10,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3340,이모관계:제모하고 해볼까?,나베,,,(주)영진크리에이티브,2022-08-19,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3341,이모랑 하는 욕정놀이,모소조쿠,,,(주)가온콘텐츠,2022-12-27,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3342,이모랑 하는 욕정놀이 무삭제판,모소조쿠,,,(주)가온콘텐츠,2023-06-29,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3343,이모에게 저지른 날,모소조쿠,,,(주)가온콘텐츠,2022-09-30,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3344,이모에게 저지른 날 무삭제판,모소조쿠,,,(주)가온콘텐츠,2023-01-25,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3345,이모의 가랑이는 육즙기,모소조쿠,,,(주)가온콘텐츠,2022-12-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3346,이모의 가랑이는 육즙기 무삭제판,모소조쿠,,,(주)가온콘텐츠,2023-03-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3347,이상형이 아빠와 결혼했다,사쿠라비토,,,(주)영진크리에이티브,2023-08-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3348,이성 잃고 뚫어버린 대물남,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-12,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3349,이웃 여자:맛 보실래요?,버드맨 텟페이,,,(주)영진크리에이티브,2021-08-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3350,이웃남자:한번 해보고 싶어,야마구치 다이,,,(주)영진크리에이티브,2022-01-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3351,이웃사촌끼리,이로운,(주)영화사히트,,(주)영화사히트,2022-03-09,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3352,이웃여자:맛 보여줄게,조니 시부야,,,(주)영진크리에이티브,2021-11-10,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
3353,이웃여자:질펀한 플레이,디렉터 O,,,(주)영진크리에이티브,2022-12-28,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3354,이웃집 세 여자의 맛,김모리,주식회사 루믹스미디어,,주식회사 루믹스미디어,2022-09-21,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3355,이웃집 유부녀,한길수,주식회사 플릭스코,,주식회사 플릭스코,2022-06-03,개봉영화,장편,한국,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
3356,이웃집에 AV걸이 산다,버드맨 텟페이,,,(주)영진크리에이티브,2021-11-02,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
